name,lat,lng,type,size,Primary Market,Airing,Initial support from the Corporation for Public Broadcasting,PRX Dovetail hosts,Testimonial,audio,Podcast Portfolio,Total Donors,To PRX,To Radiotopia,To <i>Ear Hustle</i>,To <i>The World</i>,Other,Downloads in FY25,Shows
WUFT-FM2:,29.2201005,-82.1481251,broadcast,small,"Gainesville-Ocala, FL",Harmonia,,,,,,,,,,,,,1
WQEJ-FM:,40.3267407,-78.9219698,broadcast,small,"Johnstown, PA",Harmonia,,,,,,,,,,,,,1
WQED-FM:,40.4386612,-79.9972352,broadcast,small,"Pittsburgh, PA",Harmonia,,,,,,,,,,,,,1
WIAB-FM:,45.7774987,-84.7271465,broadcast,small,"Mackinaw City, MI",Harmonia,,,,,,,,,,,,,1
WIAA-FM:,44.6453738,-85.7676077,broadcast,small,"Interlochen, MI",Harmonia,,,,,,,,,,,,,1
WBNI-FM:,41.0794759,-85.1362929,broadcast,small,"Fort Wayne, IN",Harmonia,,,,,,,,,,,,,1
WBKE-FM:,40.9990322,-85.7702105,broadcast,small,"North Manchester, IN",Harmonia,,,,,,,,,,,,,1
KTTZ-FM:,33.5845235,-101.8552139,broadcast,small,"Lubbock, TX",Harmonia,,,,,,,,,,,,,1
KSJE-FM:,36.7280583,-108.2186856,broadcast,small,"Farmington, NM",Harmonia,,,,,,,,,,,,,1
KLRE-FM:,34.7444618,-92.2880157,broadcast,small,"Little Rock, AR",Harmonia,,,,,,,,,,,,,1
KIPO-FM:,21.3098845,-157.8581401,broadcast,small,"Honolulu, HI",Harmonia,,,,,,,,,,,,,1
KIPM-FM:,20.854937,-156.5035633,broadcast,small,"Waikapu, HI",Harmonia,,,,,,,,,,,,,1
KIPL-FM:,20.7557169,-155.9879885,broadcast,small,"Hana, HI",Harmonia,,,,,,,,,,,,,1
KIPH-FM:,20.7557169,-155.9879885,broadcast,small,"Hana, HI",Harmonia,,,,,,,,,,,,,1
KHPH-FM:,21.3945828,-157.743368,broadcast,small,"Kailua, HI",Harmonia,,,,,,,,,,,,,1
KAHU-FM:,19.2025209,-155.477252,broadcast,small,"Pahala, HI",Harmonia,,,,,,,,,,,,,1
KWMR-FM:,38.017769,-122.9912711,broadcast,small,"Point Reyes, CA",Reveal,,,,,,,,,,,,,1
KNAU-FM:,35.1982836,-111.651302,broadcast,small,"Flagstaff, AZ",Reveal,,,,,,,,,,,,,1
KNAA-FM:,34.2542084,-110.0298327,broadcast,small,"Show Low, AZ",Reveal,,,,,,,,,,,,,1
KICI-FM:,41.6578257,-91.5346169,broadcast,small,"Iowa City, IA",Reveal,,,,,,,,,,,,,1
WMUK-FM2:,42.2896532,-85.5856279,broadcast,small,"Kalamazoo, MI",Echoes,,,,,,,,,,,,,1
KVNO-FM2:,41.2619444,-95.8608333,broadcast,small,"Council Bluffs, IA",Reveal,,,,,,,,,,,,,1
KVMR-FM:,39.2615606,-121.0160594,broadcast,small,"Nevada City, Auburn, Grass Valley, CA",Reveal,,,,,,,,,,,,,1
KRJF-FM:,30.0932737,-95.9877339,broadcast,small,"Prairie View, TX",Reveal,,,,,,,,,,,,,1
KPTZ-FM:,48.1170387,-122.7604472,broadcast,small,"Port Townsend, WA",Reveal,,,,,,,,,,,,,1
KPIP-FM:,47.6579711,-117.4235319,broadcast,small,"Spokane, WA",Reveal,,,,,,,,,,,,,1
KNBA-FM:,61.2175758,-149.8996785,broadcast,small,"Anchorage, AK",Echoes,,,,,,,,,,,,,1
KMUE-FM:,40.8020712,-124.1636729,broadcast,small,"Eureka, CA",Reveal,,,,,,,,,,,,,1
KMUD-FM:,40.1209386,-123.8238117,broadcast,small,"Redway, CA",Reveal,,,,,,,,,,,,,1
KLAI-FM:,39.6882116,-123.4827942,broadcast,small,"Laytonville, CA",Reveal,,,,,,,,,,,,,1
KCND-FM2:,46.8041643,-100.7877616,broadcast,small,"Bismarck, ND",Echoes,,,,,,,,,,,,,1
KCMJ-FM:,47.471573,-94.8826861,broadcast,small,"Bemidji, MN",Reveal,,,,,,,,,,,,,1
KBUT-FM:,38.8697146,-106.9878231,broadcast,small,"Crested Butte, CO",Reveal,,,,,,,,,,,,,1
WTSU-FM:,32.304161,-86.2100083,broadcast,small,"Troy / Montgomery, AL",Think,,,,,,,,,,,,,1
WTJB-FM:,32.4673,-84.992,broadcast,small,"Columbus, GA",Think,,,,,,,,,,,,,1
WRWA-FM:,31.2233594,-85.389326,broadcast,small,"Dothan, AL",Think,,,,,,,,,,,,,1
WKNO-FM2:,35.1485812,-90.0518955,broadcast,small,"Memphis, TN",Zorba,,,,,,,,,,,,,1
KZNZ-FM:,37.0080792,-101.8901664,broadcast,small,"Elkhart, KS",Think,,,,,,,,,,,,,1
KZNK-FM:,39.3666687,-101.3768295,broadcast,small,"Brewster, KS",Think,,,,,,,,,,,,,1
KZNA-FM:,39.3647281,-99.8420649,broadcast,small,"Hill City/Hays, KS",Think,,,,,,,,,,,,,1
KZCK-FM:,39.3958369,-101.0523773,broadcast,small,"Colby, KS",Think,,,,,,,,,,,,,1
KZAN-FM:,38.8758435,-99.3283696,broadcast,small,"Hays, KS",Think,,,,,,,,,,,,,1
KTXP-FM:,35.1905251,-102.063912,broadcast,small,"Bushland, TX",Think,,,,,,,,,,,,,1
KTOT-FM:,36.1983665,-101.1923795,broadcast,small,"Spearman, TX",Think,,,,,,,,,,,,,1
KTDH-FM:,36.0594772,-102.5132497,broadcast,small,"Dalhart, TX",Think,,,,,,,,,,,,,1
KJJP-FM:,35.2069816,-101.8320065,broadcast,small,"Amarillo, TX",Think,,,,,,,,,,,,,1
KGUY-FM:,36.6828041,-101.4815493,broadcast,small,"Guymon, OK",Think,,,,,,,,,,,,,1
KCSE-FM:,38.0872307,-102.6207496,broadcast,small,"Lamar, CO",Think,,,,,,,,,,,,,1
KANZ-FM:,37.9716898,-100.8726618,broadcast,small,"Garden City, KS",Think,,,,,,,,,,,,,1
WVSI-FM:,38.3169269,-88.9036224,broadcast,small,"Mt Vernon, Centralia, IL",Think,,,,,,,,,,,,,1
WUSI-FM:,38.7311038,-88.0852618,broadcast,small,"Olney, Newton, Flora, Robinson, IL",Think,,,,,,,,,,,,,1
WSIU-FM:,38.0114393,-89.2361935,broadcast,small,"Carbondale, Du Quoin, Anna, IL",Think,,,,,,,,,,,,,1
KDAQ-FM3:,32.5130159,-93.7514874,broadcast,small,"Shreveport, LA",Think,,,,,,,,,,,,,1
WRST-FM:,44.0247062,-88.5426136,broadcast,small,"Oshkosh, WI",Zorba,,,,,,,,,,,,,1
WKMT-FM:,36.5042277,-88.8742259,broadcast,small,"Fulton, KY",Think,,,,,,,,,,,,,1
WKMD-FM:,37.3281005,-87.4988882,broadcast,small,"Madisonville, KY",Think,,,,,,,,,,,,,1
WUIS-FM:,39.8006593,-89.6449345,broadcast,,"Springfield, IL",,,,,,,,,,,,,,
WIPA-FM:,39.6078254,-90.8051289,broadcast,,"Pittsfield, IL",,,,,,,,,,,,,,
KXRE-AM:,38.8575579,-104.9128177,broadcast,,"Manitou Springs, CO",,,,,,,,,,,,,,
KBIA-FM:,38.951768,-92.3282932,broadcast,,"Columbia, MO",,,,,,,,,,,,,,
WLUR-FM:,37.7840208,-79.4428157,broadcast,,"Lexington, VA",,,,,,,,,,,,,,
WCLV-FM2:,41.081199,-81.5188377,broadcast,,"Akron, OH",,,,,,,,,,,,,,
KXCV-FM:,40.3460595,-94.8729438,broadcast,,"Maryville, MO, Tarkio, MO, Shenandoah, IA",,,,,,,,,,,,,,
KUCO-FM:,35.4688692,-97.519539,broadcast,,"Oklahoma City, OK",,,,,,,,,,,,,,
KRNW-FM:,39.3653247,-93.4867281,broadcast,,"Chillicothe, Trenton, Brookfield, Carrollton, Cameron, MO",,,,,,,,,,,,,,
KPUB-FM:,35.1982836,-111.651302,broadcast,,"Flagstaff, AZ",,,,,,,,,,,,,,
KNAQ-FM:,34.5394432,-112.4681888,broadcast,,"Prescott, AZ",,,,,,,,,,,,,,
KNAG-FM:,36.0544445,-112.1401108,broadcast,,"Grand Canyon, AZ",,,,,,,,,,,,,,
KNAD-FM:,36.9147222,-111.4558333,broadcast,,"Page, AZ",,,,,,,,,,,,,,
KCSC-FM:,36.4336481,-99.3903862,broadcast,,"Woodward, OK",,,,,,,,,,,,,,
KCNP-FM:,34.774531,-96.6783449,broadcast,,"Ada, OK",,,,,,,,,,,,,,
KBCW-FM:,34.9334298,-95.7697131,broadcast,,"McAlester, OK",,,,,,,,,,,,,,
WVXG-FM:,40.5492265,-82.8274014,broadcast,,"Mt. Gilead, OH",,,,,,,,,,,,,,
WVSS-FM:,44.8755183,-91.9193422,broadcast,,"Menomonie, WI",,,,,,,,,,,,,,
WUEC-FM:,44.811349,-91.4984941,broadcast,,"Eau Claire, WI",,,,,,,,,,,,,,
WTJX-FM:,18.3419,-64.9311,broadcast,,"Charlotte Amalie, VI",,,,,,,,,,,,,,
WRVO-FM2:,43.4553133,-76.5115511,broadcast,,"Oswego, NY",,,,,,,,,,,,,,
WRIR-FM:,37.5407246,-77.4360481,broadcast,,"Richmond, VA",,,,,,,,,,,,,,
WPNE-FM:,44.5133188,-88.0132958,broadcast,,"Green Bay, WI",,,,,,,,,,,,,,
WOWD-LP:,38.9778882,-77.0074765,broadcast,,"Takoma Park, MD",,,,,,,,,,,,,,
WLCH-FM:,40.0403279,-76.3041833,broadcast,,"Lancaster, PA",,,,,,,,,,,,,,
WHSA-FM:,46.5529965,-91.5765779,broadcast,,"Brule, WI",,,,,,,,,,,,,,
WHRO-FM:,36.8507689,-76.2858726,broadcast,,"Norfolk-Virginia Beach-Newport News, VA",,,,,,,,,,,,,,
WHRM-FM:,44.9591352,-89.6301221,broadcast,,"Wausau, WI",,,,,,,,,,,,,,
WHND-FM:,45.1872112,-87.120945,broadcast,,"Sister Bay, WI",,,,,,,,,,,,,,
WHDD-FM:,41.8793754,-73.4768697,broadcast,,"Sharon, CT",,,,,,,,,,,,,,
WHCP-FM:,38.5632868,-76.0785791,broadcast,,"Cambridge, MD",,,,,,,,,,,,,,
WGTD-FM:,42.5840629,-87.8241994,broadcast,,"Kenosha, WI",,,,,,,,,,,,,,
WEZU-FM:,36.4615395,-77.6541464,broadcast,,"Roanoke Rapids, NC",,,,,,,,,,,,,,
WEXT-FM:,42.9377,-74.1904,broadcast,,"Amsterdam, NY",,,,,,,,,,,,,,
WERN-FM:,43.0721661,-89.4007501,broadcast,,"Madison, WI",,,,,,,,,,,,,,
WCBU-FM:,40.6926929,-89.5927783,broadcast,,"Peoria, IL",,,,,,,,,,,,,,
WBQF-FM:,44.0016399,-70.9455068,broadcast,,Portland (Fryeburg),,,,,,,,,,,,,,
WBQE-FM:,44.538475,-67.8827911,broadcast,,Bangor (Milbridge),,,,,,,,,,,,,,
WBQA-FM:,43.670822,-70.2843825,broadcast,,"Portland, ME",,,,,,,,,,,,,,
WBGO-FM:,40.7127753,-74.0059728,broadcast,,"New York, NY",,,,,,,,,,,,,,
WABE-FM2:,33.7501275,-84.3885209,broadcast,,"Atlanta, GA",,,,,,,,,,,,,,
KWVZ-FM:,43.9826214,-124.0998409,broadcast,,"Florence, OR",,,,,,,,,,,,,,
KWRZ-FM:,42.9273406,-123.2811748,broadcast,,"Canyonville, OR",,,,,,,,,,,,,,
KWRX-:,44.2726203,-121.1739212,broadcast,,"Redmond, OR",,,,,,,,,,,,,,
KWAX-FM:,44.052121,-123.0896705,broadcast,,"Eugene, OR",,,,,,,,,,,,,,
KVNO-FM:,41.2619444,-95.8608333,broadcast,,Omaha-Council Bluffs,,,,,,,,,,,,,,
KUQU-FM:,41.0160293,-92.4083022,broadcast,,"Ottumwa, IA",,,,,,,,,,,,,,
KUNZ-FM:,41.0160293,-92.4083022,broadcast,,"Ottumwa, IA",,,,,,,,,,,,,,
KUBO-FM:,32.792,-115.5630514,broadcast,,"El Centro, CA",,,,,,,,,,,,,,
KUAC-FM3:,64.8400511,-147.7199756,broadcast,,"Fairbanks, AK",,,,,,,,,,,,,,
KTRT-FM:,35.3735112,-119.0204707,broadcast,,"Bakersfield, CA",,,,,,,,,,,,,,
KTQX-FM:,35.3735112,-119.0204707,broadcast,,"Bakersfield, CA",,,,,,,,,,,,,,
KSRS-FM:,43.213552,-123.3412759,broadcast,,"Roseburg, OR",,,,,,,,,,,,,,
KSRG-FM:,42.1967113,-122.7139216,broadcast,,"Ashland, OR",,,,,,,,,,,,,,
KSOR-FM:,42.2456844,-122.7886462,broadcast,,"Talent/Ashland, OR",,,,,,,,,,,,,,
KOOZ-FM:,43.064832,-124.138992,broadcast,,"Myrtle Point, OR",,,,,,,,,,,,,,
KNYR-FM:,41.7354186,-122.6344708,broadcast,,"Yreka, CA",,,,,,,,,,,,,,
KNHT-FM:,40.8020712,-124.1636729,broadcast,,"Eureka, CA",,,,,,,,,,,,,,
KMPO-FM:,37.6392595,-120.9970014,broadcast,,"Modesto, CA",,,,,,,,,,,,,,
KLDD-FM:,41.2559367,-122.1389316,broadcast,,"McCloud, CA",,,,,,,,,,,,,,
KKTR-FM:,46.7297771,-117.1817377,broadcast,,"Pullman, WA",,,,,,,,,,,,,,
KHDC-FM:,36.6777372,-121.6555013,broadcast,,"Salinas, CA",,,,,,,,,,,,,,
KEDM-FM:,32.5093109,-92.1193012,broadcast,,"Monroe, LA",,,,,,,,,,,,,,
KBXE-FM:,47.471573,-94.8826861,broadcast,,"Bemidji, MN",,,,,,,,,,,,,,
KBSU-FM:,43.6150186,-116.2023137,broadcast,,"Boise, ID",,,,,,,,,,,,,,
KBSM-FM:,44.906183,-116.1171311,broadcast,,"McCall, ID",,,,,,,,,,,,,,
KAXE-FM:,47.2369615,-93.5283275,broadcast,,"Grand Rapids, MN",,,,,,,,,,,,,,
KAUD-FM:,35.835696,-90.7051346,broadcast,,"Jonesboro, AR",,,,,,,,,,,,,,
World Radio Paris:,48.8575475,2.3513765,broadcast,,"Paris, France",#N/A,,,,,,,,,,,,,
Radio Berlin:,52.5200066,13.404954,broadcast,,Berlin,#N/A,,,,,,,,,,,,,
CBC Radio One:,43.653226,-79.3831843,broadcast,,"Toronto, Canada",#N/A,,,,,,,,,,,,,
FAKE,46.8041643,-100.7877616,voices,,"Bismarck, ND",,,,,Twila_Dang_MPR_Knight.mp3,,,,,,,,,
Supporters in,39.8283,-98.5795,voices,xlarge,Other locations,,,,,,,183,35,121,12,6,9,,
Supporters in,58.3004933,-134.4201306,voices,small,Alaska,,,,,,,31,3,14,1,12,1,,
Supporters in,32.3792233,-86.3077368,voices,small,Alabama,,,,"<b><q>I have listened from the first episode. I have turned on coworkers and my son and daughter to <i>Ear Hustle</i>. We all love the show.</q> - Veronica B. (Birmingham, AL), <i>Ear Hustle</I> supporter</b>",,,25,,15,7,3,,,
Supporters in,34.7444618,-92.2880157,voices,small,Arkansas,,,,,,,21,,14,6,,1,,
Supporters in,33.4482266,-112.0776781,voices,xlarge,Arizona,,,,"<b><q>Thank you for this amazing show! It's on my must listen to list.</q> - James B. (Chandler, AZ), <i>This Day</i> supporter</b>",,,111,4,57,23,26,1,,
Supporters in,38.5781342,-121.4944209,voices,xlarge,California,,,,"<b><q>Beautifully crafted art pieces of hope, emotion, kindness, differences. Thank you for softening my heart each episode.</q> - Arthur M. (Kensington, CA), <i>The Memory Palace</i> supporter</b>",,,"2,196",101,"1,375",470,235,15,,
Supporters in,39.7392358,-104.990251,voices,xlarge,Colorado,,,,"<b><q>Love, love, LOVED the serial show <i>Appearances</i>! Thank you for such a beautiful, thoughtful, funny, and touching experience.</q> - Melina B. (Englewood, CO), PRX supporter</b>",,,287,10,198,43,34,2,,
Supporters in,41.7658043,-72.6733723,voices,xlarge,Connecticut,,,,"<b><q>I love your show.  It’s truly an important way to shine a light on all aspects of the “justice” system in America.</q> - Laura M. (Stratford, CT), <i>Ear Hustle</i> supporter</b>",,,111,6,68,20,16,1,,
Supporters in,38.9071923,-77.0368707,voices,xlarge,"Washington, DC",,,,"<b><q>THANK YOU! For covering stories that aren’t covered anywhere else. And for the variety of your stories-political, cultural, sports, arts news. I feel like I must listen every night to be a citizen of The World. You all do a fabulous, necessary job!</1> - Cathleen O. (Washington, DC), <i>The World</i> supporter</b>",,,158,5,111,15,20,7,,
Supporters in,39.158168,-75.5243682,voices,small,Delaware,,,,,,,29,1,19,2,6,1,,
Supporters in,30.4381828,-84.2806235,voices,xlarge,Florida,,,,"<b><q>Love you folks so much! Thank you for your service and dedication.</q> - Victoria A. (St. Petersburg, FL), <i>Ear Hustle</i> supporter</b>",,,163,5,99,29,24,6,,
Supporters in,33.7501275,-84.3885209,voices,xlarge,Georgia,,,,"<b><q>Please keep up the balanced and extensive coverage of world news. I listen to you daily  ... You are one of the few news sources that I trust.</q> - Vijaya S. (Atlanta, GA), <i>The World</i> supporter</b>",,,158,5,103,32,14,4,,
Supporters in,13.4769232,144.754282,voices,small,Guam,,,,,,,2,,2,,,,,
Supporters in,21.3098845,-157.8581401,voices,small,Hawai'i,,,,"<b><q>I've been listening to your stellar program for a number of years. So grateful for your insights and potent storytelling. Your team helps us understand the facets of our world through the lens of the environment, politics, art, and culture. It's about connection -- so much intelligence and wit, generosity and heart that moves through each broadcast.  Public radio/media is a powerful community resource, and this public space is so enriched with your presence. Thank you for providing us these connections across this beautiful planet of ours. You are so deeply appreciated!</q> - Jessica E. (Makawao, HI), <i>The World</i> supporter</b>",,,37,3,18,6,10,,,
Supporters in,41.5896139,-93.6163963,voices,xlarge,Iowa,,,,"<b><q>The work you do is important,  we need more empathy in the world.</q> - Emma P. (Altoona, IA), <i>Ear Hustle</i> supporter</b>",,,51,2,35,9,4,1,,
Supporters in,43.6150186,-116.2023137,voices,small,Idaho,,,,"<b><q>The work you do is vitally important. As a long time listener, I can honestly say the stories you share have made me a better person.</q> - Heide H. (Boise, ID), <i>Ear Hustle</i> supporter</b>",,,31,1,20,5,5,,,
Supporters in,39.8006593,-89.6449345,voices,xlarge,Illinois,,,,"<b><q>The work you do is vitally important. As a long time listener, I can honestly say the stories you share have made me a better person.</q> - Heide H. (Boise, ID), <i>Ear Hustle</i> supporter</b>",,,358,25,244,42,39,8,,
Supporters in,39.76909,-86.158018,voices,xlarge,Indiana,,,,"<b><q>I’ve listened to every episode and love the show. Thanks for your amazing storytelling. I wonder if you might do a tour of college towns one day? Places like Bloomington, IN…</q> - Jennifer B. (Bloomington, IN), <i>Ear Hustle</i> supporter</b> ",,,72,,50,14,7,1,,
Supporters in,39.0473451,-95.6751576,voices,small,Kansas,,,,,,,37,1,29,3,3,1,,
Supporters in,38.1950324,-84.8784682,voices,small,Kentucky,,,,,,,39,,28,8,2,1,,
Supporters in,30.4514677,-91.1871466,voices,small,Louisiana,,,,,,,27,,20,3,4,,,
Supporters in,42.3555076,-71.0565364,voices,xlarge,Massachusetts,,,,"<b><q>I really enjoy listening to your podcast every evening. Keep up the good work. You give a perspective that I cannot find elsewhere.</q> - Dorothy M. (Amherst, MA),  <i> The World</i> supporter</b>",,,549,40,359,75,65,10,,
Supporters in,38.9764364,-76.489642,voices,xlarge,Maryland,,,,"<b><q>""Nate, just discovering your show and I'm in love. Your voice, your storytelling skills, your timing. It's all fantastic. Thank you so much.</q> - Thomas O. (Bethesda, MD), <i>The Memory Palace</i> supporter</b>",,,255,16,146,35,37,21,,
Supporters in,44.3164961,-69.7681096,voices,xlarge,Maine,,,,"<b><q>Thank you for this masterpiece of a podcast. Listening to how humans learn to adapt to their environment, regardless the circumstances, and hearing how people evolve and grow through their prison experience has been incredibly eye-opening. It is so easy to judge someone by their crime, and ignore their humanity, but <i>Ear Hustle</i> gives a platform for folks to express the emotional, creative, and true selves, somewhat divorced from the action(s) giving rise to their imprisonment. Thank you for all your hard work and the respect and empathy you display with each show.</q> - Amy O. (South Portland, ME), <i>Ear Hustle</i> supporter</b>",,,64,3,34,9,15,3,,
Supporters in,42.7335993,-84.5538664,voices,xlarge,Michigan,,,,"<b><q>I wish I could give more because you have opened my eyes and deepened my understanding about so many things. What you are doing is SO important! I thank each and every one of you, both inside and outside.</q> - Renee C. (Richmond, MI), <i>Ear Hustle</i> supporter</b>",,,149,3,101,22,22,1,,
Supporters in,44.9537029,-93.0899578,voices,xlarge,Minnesota,,,,"<b><q>I listen every day -- <i>The World</i> is the best source of international news with excellent reporting and stories behind the headlines that I  often relate to others.</q> - Paula D. (Minneapolis, MN), <i>The World</i> supporter</b>",,,228,21,134,29,40,4,,
Supporters in,38.5767017,-92.1735164,voices,xlarge,Missouri,,,,,,,83,2,60,13,7,1,,
Supporters in,32.2981392,-90.18065,voices,small,Mississippi,,,,"<b><q>...it is essential to have reporters on the ground giving us an unbiased look at the important stories from every region of our planet.</q> -  Anonymous (Pass Christian, MS) <i>The World</i> supporter</b>",,,11,,5,3,3,,,
Supporters in,46.5891452,-112.0391057,voices,small,Montana,,,,"<b><q>Listening to <i>Ear Hustle</i> has opened my eyes in so many ways! It has deepened my empathy for the students I serve, many of which come from broken homes, often with incarcerated parents. It has deepened my understanding of the many reasons for recidivism, and the many creative ways we can all work together to reduce it. It has given me a deeper passion for justice, and has enabled me to become more active in my local government to demand said justice for more people than are currently being served. Ear Hustle has been a revelation.</q> -- Hilary L., Polson, MT | <i>Ear Hustle</i> supporter</b>",,,35,2,20,9,4,,,
Supporters in,35.7795897,-78.6381787,voices,xlarge,North Carolina,,,,"<b><q>Keep up the solid journalism work you do and provide!</q> Anonymous (Charlotte, NC), PRX supporter</b>",,,215,6,144,43,20,2,,
Supporters in,46.8041643,-100.7877616,voices,small,North Dakota,,,,,,,5,,3,2,,,,
Supporters in,40.8136634,-96.7025764,voices,small,Nebraska,,,,"<b><q>I am grateful for EarHustle. You have broadened my understanding and deepened my compassion.</q> - Donna G. (Lincoln, NE), <i>Ear Hustle</i> supporter</b>",,,29,2,17,7,3,,,
Supporters in,43.2062206,-71.5398156,voices,small,New Hampshire,,,,"<b><q>I have been listening since the beginning and love Ear Hustle.</q> - Leaf S. (Hancock, NH), <i>Ear Hustle</i> supporter</b>",,,40,1,26,3,8,2,,
Supporters in,40.2201787,-74.7642295,voices,xlarge,New Jersey,,,,"<b><q>Please keep doing what you are doing. In a time when people want to force others to be no more than caricatures of a whole group, you show the humanity and individuality of people who otherwise are marginalized. Thank you.</q> - Douglas V. (Rahway, NJ), <i>Ear Hustle</i> supporter</b>",,,171,9,109,27,21,5,,
Supporters in,35.6894307,-105.9381944,voices,xlarge,New Mexico,,,,"<b><q>Thank you for the beautiful stories.</q> - Joanne K. (Albuquerque, NM), <i>Ear Hustle</i> supporter</b>",,,65,6,33,10,16,,,
Supporters in,35.7795897,-78.6381787,voices,xlarge,North Carolina,,,,"<b><q>Love the show…as do the students I teach at a correctional facility in North Carolina.</q> - Sherry T. (Fuquay Varina, NC), <i>Ear Hustle</i> supporter</b>",,,215,6,144,43,20,2,,
Supporters in,39.1637984,-119.7674034,voices,small,Nevada,,,,"<b><q>There’s not much I could say that you haven’t heard before but I sincerely appreciate you passion and authenticity. I love when people challenge standard beliefs and change antiquated perceptions and you all do it beautifully. ...  Thank you to everyone on the show for all your blood, sweat and tears. You are making change in the world for the better.</q> - Megan S. (Las Vegas, NV), <i>Ear Hustle</i> supporter</b>",,,41,1,27,9,4,,,
Supporters in,42.6518095,-73.7544707,voices,xlarge,New York,,,,"<b><q>Hrishi and Samin’s podcast <i>Home Cooking</i> is a gem. Glad they are able to host on Radiotopia!</q> - Sarah S. (Rochester, NY), Radiotopia supporter</b>",,,680,31,493,88,62,6,,
Supporters in,39.9625112,-83.0032218,voices,xlarge,Ohio,,,,"<b><q><i>Ear Hustle</i> is a big part of the reason I teach college mathematics in a state prison in Ohio. The first person in the prison to earn a bachelor's degree while incarcerated graduated last summer, and several more have graduated since then. Your podcast opened my eyes to the resilience of the human spirit in carceral environments.</q> - Darci K. (Kent, OH), <i>Ear Hustle</i> supporter</b>",,,200,9,124,30,28,9,,
Supporters in,35.4688692,-97.519539,voices,small,Oklahoma,,,,"<b><q>This was my first love in the podcast world and still captivates me every story.</i> - Katie L. (Sand Springs, OK), <i>Ear Hustle</i> supporter</b>",,,25,,16,7,2,,,
Supporters in,44.9362411,-123.0407496,voices,xlarge,Oregon,,,,"<b><q>I love this news show and feel that you all are doing very, very important work. In my view, journalists who report the honest truth with compassion for all, who humanize the ""other"", are our true heroes.  Thank you all so much!</q> - Ryan H. (Portland, OR), The World</i> supporter</b>",,,308,16,178,74,37,3,,
Supporters in,40.2731911,-76.8867008,voices,xlarge,Pennsylvania,,,,"<b><q>I love your show. I've learned so much about life inside that I had no idea about.  Your storytelling is original and compassionate. Keep up the good work.</q? - Rachelle L. (Upper Dublin Township, PA) <i>Ear Hustle</i> supporter</b>",,,299,17,189,49,39,5,,
Supporters in,18.4153108,-66.0593509,voices,small,Puerto Rico,,,,,,,3,,3,,,,,
Supporters in,41.8245558,-71.414199,voices,small,Rhode Island,,,,,,,22,,18,3,1,,,
Supporters in,34.0008322,-81.035147,voices,small,South Carolina,,,,"<b><q>Over the years, Radiotopia has changed my life. I owe so much of my growth and understanding to the Memory Palace, 99%, Theory, Radio Diaries, The Truth, Strangers - my god so many amazing things. This is a small amount but it's what I can do now. Please keep making magic.</q> - Nick B. (Columbia, SC), Radiotopia supporter</b>",,,44,1,28,7,7,1,,
Supporters in,44.3667876,-100.3537522,voices,small,South Dakota,,,,"<b><q>I appreciate and enjoy the education and awareness you all bring to the table. Thank you for continuing to be educational and informative in an entertaining and effective way.</q> - Jenna F. (Sioux Falls, SD), <i>Ear Hustle</i> supporter</b>",,,11,1,7,1,2,,,
Supporters in,36.1626638,-86.7816016,voices,xlarge,Tennessee,,,,"<b><q>I want to thank you for the impact your podcast has had on me, especially thank you to Earlonne for his insights especially in the episodes from death row and revisiting George Floyd and his explanation of how sentencing works ... I hope I have become a kinder, more compassionate human because of your podcast which sometimes stays with me for days and weeks after I listen to an episode. Appreciate you so much.</q> - Anonymous (Knoxville, TN), <i>Ear Hustle</i> supporter</b>",,,67,3,43,16,5,,,
Supporters in,30.267153,-97.7430608,voices,xlarge,Texas,,,,"<b><q>Big thanks to the entire team at <i>The World</i> for your journalism and truth seeking on a global scale. You have been bringing me news and culture (to include excellent music) from around the globe since I started listening in 2001. Keep doing it, please.</q> - Venecia K. (Austin, TX), <i>The World</i> supporter</b>",,,346,23,216,69,36,2,,
Supporters in,40.7605601,-111.8881397,voices,xlarge,Utah,,,,,,,58,4,38,8,8,,,
Supporters in,37.5407246,-77.4360481,voices,xlarge,Virginia,,,,"<b><q>I love that your news show lives up to its name: Truly, we can hear stories that encompass so many more places than the usual news broadcast. I also appreciate that you don't only cover the tragedies but include some much-needed uplift. My gratitude to the entire team.</q> - Anonymous (Arlington, VA), <i>The World</i> supporter</b>",,,258,16,169,43,29,1,,
Supporters in,18.3418571,-64.93106,voices,small,US Virgin Islands,,,,,,,2,,,2,,,,
Supporters in,44.2600593,-72.5753869,voices,xlarge,Vermont,,,,,,,52,2,28,10,12,,,
Supporters in,47.0451842,-122.895355,voices,xlarge,Washington,,,,"<b><q>My favorite podcast! It changed my life, shifted my compassion, and has made me an ambassador to share perspective that I've learned thank you!!!</q> - Elizabeth M. (Shoreline, WA) <i>Ear Hustle</i> supporter</b>",,,507,24,365,82,32,4,,
Supporters in,43.0721661,-89.4007501,voices,xlarge,Wisconsin,,,,"<b><q>I really appreciate the This Day podcast.  Fantastic, educational and fun content.</q> - Chadwick W. (Appleton, WI), Radiotopia supporter</b>",,,140,3,99,20,16,2,,
Supporters in,38.3498195,-81.6326234,voices,small,West Virginia,,,,"<b><q>Thank you for reminding all of us of our common humanity.</q> - Kath M. (Shepherdstown, WV), <i>Ear Hustle</i> supporter</b>",,,10,1,8,1,,,,
